nr_particles,resolutions,log_n_particles,inv_resolution_squared
225,3.461565,5.41610040220442,0.08345551046739097
450,2.653867,6.1092475827643655,0.1419847469160176
900,2.488,6.802394763324311,0.16154713040601318
